IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,QualityCode,ID
0,2010-10-19,ADESA,2003,7,CHEVROLET,1500 SILVERADO PICKU,W/T,EXT CAB 4.8L,GREY,AUTO,1,Alloy,80519,AMERICAN,LARGE TRUCK,GM,6102,7640,10295,11561,5433,6758,9715,10715,NULL,NULL,52117,0,OH,9310,0,1543,MH,1142000
0,2009-12-02,OTHER,2006,3,MERCURY,MARINER 4WD V6,Bas,4D SUV 3.0L,BLACK,AUTO,1,Alloy,84863,AMERICAN,SMALL SUV,FORD,10425,12814,14446,16587,10569,12990,15053,17484,NULL,NULL,5546,0,AL,7800,0,1503,DZ,1142100
0,2009-01-20,OTHER,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,Tou,MINIVAN 3.8L,BLACK,AUTO,1,Alloy,63751,AMERICAN,VAN,CHRYSLER,7797,9014,8921,10235,7337,9206,8424,10442,NULL,NULL,8655,0,TX,6165,0,1411,QC,1142300
0,2009-06-16,OTHER,2004,5,PONTIAC,VIBE 1.8L I4 MPI,Bas,4D WAGON,GREY,AUTO,2,Covers,71471,AMERICAN,MEDIUM,GM,5490,7091,6429,8158,5458,6987,6395,8046,NULL,NULL,20207,0,TX,6865,0,569,DD,1142400
0,2009-10-21,ADESA,2006,3,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,WHITE,AUTO,2,Covers,69674,AMERICAN,MEDIUM,GM,5226,6480,6144,7498,4929,6187,8431,9657,NULL,NULL,19619,0,VA,5375,0,728,NF,1142500
0,2009-04-13,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,SILVER,AUTO,1,Alloy,58181,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,21053,0,AZ,6300,0,837,FD,1143300
0,2009-05-08,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,GREEN,AUTO,2,Covers,71856,AMERICAN,VAN,GM,8831,11160,10037,12553,8831,11160,10037,12553,NULL,NULL,99750,0,AZ,6300,0,2091,AZ,1143700
0,2010-02-23,MANHEIM,2005,5,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,WHITE,AUTO,2,Covers,85969,AMERICAN,VAN,FORD,4700,5464,8260,9061,4573,6196,7471,9459,NULL,NULL,835,0,AZ,5800,0,1633,ES,1143900
1,2010-04-06,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,SILVER,AUTO,2,Covers,80232,AMERICAN,MEDIUM,CHRYSLER,5642,6744,8622,9803,5255,6275,8458,9604,NULL,NULL,835,1,AZ,4880,0,1503,QC,1144100
0,2010-08-16,MANHEIM,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,86667,AMERICAN,MEDIUM SUV,GM,6240,7920,10345,12443,6409,8263,10225,12079,NULL,NULL,5546,0,NC,6300,0,2152,VQ,1145900
0,2010-10-28,MANHEIM,2006,4,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,GREY,AUTO,1,Alloy,77938,OTHER ASIAN,MEDIUM,OTHER,6172,7427,9853,11172,6142,7267,9690,11099,NULL,NULL,18111,0,GA,8010,0,803,UU,1146200
0,2009-06-22,MANHEIM,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN,BLACK,AUTO,2,Covers,54829,AMERICAN,MEDIUM,CHRYSLER,7949,8448,9085,9624,NA,NA,NA,NA,NULL,NULL,99761,0,NC,8400,0,920,NL,1146800
1,2009-07-13,MANHEIM,2005,4,CHEVROLET,EQUINOX AWD V6 3.4L,LS,4D SUV LS,WHITE,AUTO,2,Covers,81277,AMERICAN,MEDIUM SUV,GM,8164,9982,9317,11281,8164,9982,9317,11281,NULL,NULL,17675,1,NC,6435,0,1633,YJ,1147000
0,2010-01-20,MANHEIM,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,72352,AMERICAN,MEDIUM,CHRYSLER,6862,8044,10457,11647,7449,8859,10734,12300,NULL,NULL,20234,0,CA,6035,0,1155,FY,1147300
0,2009-12-07,MANHEIM,2007,2,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,GREY,AUTO,1,Alloy,77398,AMERICAN,MEDIUM SUV,GM,10274,11407,15103,16188,11214,13333,15365,17084,NULL,NULL,18881,0,NC,8435,0,1155,VD,1148000
0,2010-01-11,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,BLACK,AUTO,2,Covers,69003,AMERICAN,MEDIUM,CHRYSLER,7010,8433,10910,12176,7121,8197,11133,12151,NULL,NULL,17675,0,NC,6500,0,825,QC,1148500
1,2010-02-19,OTHER,2003,7,CHEVROLET,MALIBU V6,Bas,4D SEDAN,SILVER,AUTO,NULL,NULL,55610,AMERICAN,MEDIUM,GM,2809,3791,5705,6873,2961,3909,5940,6725,NULL,NULL,17212,1,TX,4165,0,1966,GE,1149000
0,2010-05-25,OTHER,2003,7,JEEP,LIBERTY 2WD V6,Spo,4D SUV,BLUE,AUTO,1,Alloy,78370,AMERICAN,SMALL SUV,CHRYSLER,5470,6621,8436,9188,5424,6367,8414,9260,NULL,NULL,21053,0,CA,7205,0,986,BF,1149700
0,2010-11-29,MANHEIM,2004,6,FORD,RANGER PICKUP 2WD 4C,XL,REG CAB 2.3L EDGE,SILVER,MANUAL,1,Alloy,75322,AMERICAN,SMALL TRUCK,FORD,2942,3795,6427,7432,2698,3630,6036,6989,NO,GREEN,16044,0,NC,4900,0,569,DD,1150000
0,2009-02-10,MANHEIM,2005,4,FORD,FREESTAR FWD V6 3.9L,S,PASSENGER 3.9L,BLUE,AUTO,2,Covers,57830,AMERICAN,VAN,FORD,4236,5170,5075,6084,4369,5140,5219,6051,NULL,NULL,16044,0,MD,5860,0,1169,EO,1150200
0,2010-08-31,MANHEIM,2006,4,MITSUBISHI,ECLIPSE,GS,2D COUPE GS,ORANGE,AUTO,1,Alloy,71859,OTHER ASIAN,SPORTS,OTHER,7736,9334,11273,12757,7404,9180,11524,13288,NULL,NULL,52646,0,MD,7500,0,569,NL,1150600
0,2009-02-11,OTHER,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,GREEN,AUTO,1,Alloy,81473,AMERICAN,VAN,CHRYSLER,6337,8062,7344,9207,5686,7250,6641,8330,NULL,NULL,17675,0,SC,5400,0,1763,NG,1151100
0,2010-07-20,OTHER,2007,3,CHRYSLER,SEBRING V6,Bas,4D SEDAN,GREY,AUTO,2,Covers,88589,AMERICAN,MEDIUM,CHRYSLER,7438,8252,11150,11913,7174,8062,11322,12071,NULL,NULL,99750,0,MD,6600,0,1373,DV,1151700
0,2009-10-20,MANHEIM,2005,4,SATURN,RELAY 2WD V6 3.5L V6,NA,4D SPORT UTILITY,BROWN,AUTO,2,Covers,64823,AMERICAN,VAN,GM,7478,9196,8576,10432,6755,7666,9970,11194,NULL,NULL,20207,0,TX,7495,0,1801,YX,1152100
0,2009-02-10,OTHER,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GOLD,AUTO,2,Covers,47404,AMERICAN,LARGE,GM,7715,8710,8832,9907,8308,9460,9473,10717,NULL,NULL,3453,0,UT,7650,0,1328,EF,1153200
0,2009-01-27,MANHEIM,2005,4,SATURN,VUE 2WD V6 3.5L V6 M,NA,4D CUV 3.0L,RED,AUTO,1,Alloy,49831,AMERICAN,MEDIUM SUV,GM,7204,8473,8280,9651,8085,9522,9232,10784,NULL,NULL,22916,0,CO,6980,0,975,DD,1154100
0,2010-02-16,MANHEIM,2004,6,DODGE,STRATUS 4C,SE,4D SEDAN,BLUE,AUTO,2,Covers,78122,AMERICAN,MEDIUM,CHRYSLER,2991,3887,6134,7029,3231,4118,6037,6950,NULL,NULL,22916,0,CO,5160,0,1155,US,1154300
0,2009-08-12,MANHEIM,2005,4,FORD,ESCAPE 2WD 4C 2.3L I,XLS,4D CUV 2.3L XLS,RED,AUTO,1,Alloy,78002,AMERICAN,SMALL SUV,FORD,5718,7275,6675,8357,6153,7779,7145,8901,NULL,NULL,8655,0,TX,6170,0,920,IE,1155000
0,2009-12-02,MANHEIM,2006,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,BLUE,AUTO,2,Covers,39865,AMERICAN,MEDIUM,CHRYSLER,4694,5865,5570,6834,5814,6911,8877,10300,NULL,NULL,8655,0,TX,6170,0,882,VD,1155200
0,2010-04-30,MANHEIM,2002,8,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,BLACK,AUTO,1,Alloy,78282,AMERICAN,LARGE TRUCK,CHRYSLER,5736,7092,8999,10282,5344,6896,8290,9611,NULL,NULL,17212,0,TX,8950,0,1220,OG,1155400
0,2009-08-26,MANHEIM,2005,4,DODGE,STRATUS 4C 2.4L I4 M,SXT,4D SEDAN SXT,WHITE,AUTO,1,Alloy,54493,AMERICAN,MEDIUM,CHRYSLER,4213,5291,5050,6214,4090,5410,4917,6343,NULL,NULL,23359,0,CA,5720,0,920,OG,1156400
0,2009-07-16,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,71838,AMERICAN,MEDIUM,CHRYSLER,5472,6413,6410,7426,5677,6569,6631,7595,NULL,NULL,99750,0,TX,4500,0,1389,DD,1156600
1,2010-02-11,MANHEIM,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,BLACK,AUTO,1,Alloy,79902,AMERICAN,MEDIUM,CHRYSLER,8643,10100,12060,13679,9220,10418,12436,13611,NULL,NULL,18111,1,SC,6995,0,1155,MD,1156700
0,2010-05-12,MANHEIM,2006,4,SUZUKI,AERIO,Bas,4D SEDAN,BLACK,MANUAL,2,Covers,68345,OTHER ASIAN,COMPACT,OTHER,5045,6176,8112,9139,4408,5538,7490,8588,NULL,NULL,23359,0,CA,5095,0,825,CX,1156800
0,2009-06-17,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,GOLD,AUTO,2,Covers,41548,AMERICAN,VAN,CHRYSLER,4856,6312,5744,7317,4856,6312,5744,7317,NULL,NULL,21973,0,FL,5900,0,1116,YJ,1157400
0,2009-07-15,MANHEIM,2007,2,FORD,FUSION 4C 2.3L I4 EF,SE,4D SEDAN SE,GREY,AUTO,1,Alloy,86621,AMERICAN,MEDIUM,FORD,10144,12216,11456,13693,10144,12216,11456,13693,NULL,NULL,21973,0,FL,7100,0,853,EF,1157500
0,2010-04-28,MANHEIM,2005,5,CHEVROLET,AVEO,LS,4D SEDAN,SILVER,AUTO,2,Covers,76285,AMERICAN,COMPACT,GM,3701,4661,6584,7996,3103,3621,6115,6582,NULL,NULL,21973,0,FL,4800,0,803,US,1157600
0,2010-11-17,OTHER,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,67022,AMERICAN,MEDIUM,CHRYSLER,4398,5260,7921,8719,4501,5553,7625,9044,NULL,NULL,18880,0,SC,5200,0,1215,YJ,1158400
0,2010-09-02,OTHER,2007,3,CHEVROLET,COBALT,LS,4D SEDAN LS,RED,AUTO,2,Covers,73325,AMERICAN,COMPACT,GM,5274,6464,8937,9956,5110,6055,8428,9342,NULL,NULL,20833,0,OK,6085,0,803,UF,1159300
1,2009-09-09,OTHER,2003,6,OLDSMOBILE,ALERO 4C 2.2L I4 MPI,GL,4D SEDAN GL2,BROWN,AUTO,2,Covers,69238,AMERICAN,MEDIUM,GM,3044,4347,3788,5195,3034,4413,3777,5266,NULL,NULL,835,1,AZ,4175,0,1613,QC,1159400
0,2010-02-26,OTHER,2008,2,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,SILVER,AUTO,1,Alloy,52029,AMERICAN,MEDIUM,CHRYSLER,8607,9218,12024,13935,8067,8687,12031,12956,NULL,NULL,99761,0,OK,8500,0,920,LJ,1160600
0,2010-04-21,MANHEIM,2005,5,CHEVROLET,COBALT,Bas,2D COUPE,SILVER,AUTO,2,Covers,57670,AMERICAN,COMPACT,GM,4651,5635,7370,8477,4673,5767,7537,8829,NULL,NULL,21973,0,FL,5550,0,671,RH,1160900
0,2010-11-22,MANHEIM,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,AUTO,2,Covers,51132,AMERICAN,MEDIUM,CHRYSLER,7786,8775,11476,12324,7629,8779,11501,12633,NULL,NULL,11410,0,FL,8780,1,920,VD,1161800
0,2009-02-17,MANHEIM,2003,6,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GOLD,AUTO,2,Covers,53184,AMERICAN,LARGE,GM,3357,4288,4126,5131,3110,4001,3859,4821,NULL,NULL,3453,0,CO,5330,0,1800,YY,1162800
0,2009-09-01,MANHEIM,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,WHITE,AUTO,2,Covers,70659,AMERICAN,MEDIUM,CHRYSLER,4335,5398,5182,6330,4365,5333,5214,6260,NULL,NULL,19638,0,FL,5045,0,1389,TE,1163300
0,2010-03-16,MANHEIM,2002,8,DODGE,1500 RAM PICKUP 2WD,ST,REG CAB 3.7L ST,BLACK,AUTO,1,Alloy,80974,AMERICAN,LARGE TRUCK,CHRYSLER,4030,5178,7068,7973,3576,4529,6787,7872,NULL,NULL,22916,0,CO,5810,0,894,PJ,1163800
0,2010-04-06,MANHEIM,2004,6,DODGE,DURANGO 2WD V8,SLT,4D SUV 5.7L SLT,WHITE,AUTO,1,Alloy,74975,AMERICAN,MEDIUM SUV,CHRYSLER,8394,9889,11791,13110,8534,9842,11637,12656,NULL,NULL,3453,0,CO,9960,0,1389,DV,1164000
0,2010-04-20,MANHEIM,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,89032,AMERICAN,LARGE,GM,7101,8413,10003,11746,6814,8128,10737,12241,NULL,NULL,3453,0,CO,7300,0,2152,OV,1164100
0,2009-10-13,MANHEIM,2006,3,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L LX,GREY,AUTO,2,Covers,64448,AMERICAN,VAN,FORD,6254,7568,7254,8673,6211,8791,10100,13032,NULL,NULL,18881,0,GA,6550,0,1313,VQ,1166000
0,2009-10-27,MANHEIM,2007,2,FORD,FUSION V6 3.0L V6 EF,SE,4D SEDAN SE,MAROON,AUTO,1,Alloy,66590,AMERICAN,MEDIUM,FORD,9869,11842,11159,13289,9481,11516,13448,15099,NULL,NULL,18111,0,GA,7245,0,1118,BF,1166100
1,2009-11-10,MANHEIM,2001,8,MERCURY,SABLE,GS,4D WAGON GS,BEIGE,AUTO,1,Alloy,84221,AMERICAN,MEDIUM,FORD,1994,2848,2654,3576,2129,2756,5114,5968,NULL,NULL,18111,1,GA,3375,0,1283,LJ,1166300
0,2009-12-30,MANHEIM,2002,7,FORD,FOCUS,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,81961,AMERICAN,COMPACT,FORD,2317,3070,5320,6376,2308,3067,5176,6030,NULL,NULL,1231,0,NV,3350,1,1543,ES,1166600
0,2010-10-14,MANHEIM,2009,1,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L,WHITE,AUTO,2,Covers,68924,AMERICAN,LARGE,GM,8983,9809,13180,14066,8811,10142,12587,13953,NULL,NULL,835,0,AZ,8780,0,1703,ES,1167400
0,2009-08-27,MANHEIM,2007,2,SUZUKI,RENO 2.0L I4 DI / EF,NA,4D SEDAN,ORANGE,MANUAL,2,Covers,48179,OTHER ASIAN,COMPACT,OTHER,5261,6434,6182,7449,4890,5932,5781,6907,NULL,NULL,19638,0,FL,5365,0,482,RH,1167600
0,2010-05-27,MANHEIM,2002,8,MITSUBISHI,ECLIPSE,GT,2D COUPE GT PREMIUM,SILVER,AUTO,1,Alloy,86460,OTHER ASIAN,SPORTS,OTHER,4255,5160,7406,8465,2632,3340,5497,6324,NULL,NULL,18880,0,SC,5255,0,1413,EO,1168300
0,2010-04-01,MANHEIM,2004,6,CHRYSLER,SEBRING V6,Tou,2D CONVERTIBLE,GREEN,AUTO,1,Alloy,82197,AMERICAN,MEDIUM,CHRYSLER,NA,NA,NA,NA,3842,4962,7143,9225,NULL,NULL,19619,0,FL,5535,0,1373,YP,1168700
0,2010-02-17,OTHER,2003,7,CHRYSLER,PT CRUISER,Bas,4D SEDAN,GOLD,AUTO,2,Covers,81848,AMERICAN,MEDIUM,CHRYSLER,3096,3922,6384,7317,3416,4314,6237,7177,NULL,NULL,52117,0,NC,3965,0,1803,QC,1169200
0,2010-02-24,OTHER,2006,4,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,RED,AUTO,2,Covers,87893,AMERICAN,CROSSOVER,CHRYSLER,8677,9913,11698,13365,7856,9504,12398,13476,NULL,NULL,17675,0,NC,8450,0,1503,VQ,1169300
0,2009-02-18,MANHEIM,2003,6,MERCURY,SABLE 3.0L V6 4V /EF,LS,4D SEDAN LS PREMIUM,MAROON,AUTO,1,Alloy,99126,AMERICAN,MEDIUM,FORD,3720,4765,4518,5646,3909,5165,4722,6078,NULL,NULL,20740,0,VA,3900,0,1353,NG,1169600
1,2010-10-07,MANHEIM,2006,4,FORD,FREESTYLE AWD V6,SEL,4D CUV 3.0L SEL,GREEN,AUTO,1,Alloy,85509,AMERICAN,CROSSOVER,FORD,8739,10357,12800,14194,8425,10359,12664,14301,NULL,NULL,18880,1,SC,8510,0,1763,UF,1169900
0,2009-04-22,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,BLUE,AUTO,1,Alloy,79128,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,NULL,NULL,21973,0,FL,5800,0,1038,MH,1170100
0,2009-09-16,MANHEIM,2007,2,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,RED,AUTO,2,Covers,60716,AMERICAN,MEDIUM,CHRYSLER,6163,7045,7156,8109,5471,6404,6409,7416,NULL,NULL,20928,0,FL,5500,0,1215,ES,1170200
0,2009-09-30,MANHEIM,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,GT,4D SEDAN,BLUE,AUTO,3,Special,77570,AMERICAN,MEDIUM,CHRYSLER,3702,4718,4498,5595,3816,4962,4621,5859,NULL,NULL,20740,0,FL,4300,0,1506,RT,1170300
0,2009-08-26,MANHEIM,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,82910,AMERICAN,LARGE,GM,7725,8887,8843,10098,7882,9089,9013,10316,NULL,NULL,16044,0,VA,6140,0,2152,OV,1170600
0,2010-03-17,MANHEIM,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,89878,AMERICAN,LARGE,GM,7032,8421,10379,12031,7144,8513,9987,11537,NULL,NULL,16044,0,VA,5940,0,2152,RT,1171000
0,2009-03-10,OTHER,2006,3,KIA,RIO MFI I-4 1.6L DOH,Bas,4D SEDAN,BLUE,AUTO,2,Covers,47820,OTHER ASIAN,COMPACT,OTHER,3947,4793,4763,5676,4454,5659,5310,6612,NULL,NULL,8655,0,AL,5555,0,482,SB,1171900
0,2009-11-03,OTHER,2008,1,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BLUE,AUTO,1,Alloy,90776,AMERICAN,LARGE,GM,8444,9769,9620,11051,8856,9936,12316,13768,NULL,NULL,25100,0,AL,7325,0,2351,VI,1172000
0,2009-11-03,OTHER,2003,6,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BEIGE,AUTO,2,Covers,88007,AMERICAN,VAN,CHRYSLER,3430,4306,4204,5150,3951,4728,6838,7774,NULL,NULL,25100,0,AL,4995,0,2063,UF,1172100
0,2009-07-29,MANHEIM,2007,2,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,PURPLE,AUTO,2,Covers,88005,AMERICAN,LARGE,GM,7513,8711,8614,9908,7937,9209,9072,10446,NULL,NULL,17212,0,MO,7735,0,2152,NF,1172300
0,2010-10-13,MANHEIM,2003,7,FORD,EXPLORER 2WD V6,XLT,4D SUV 4.0L FFV XLT,BLUE,AUTO,1,Alloy,80808,AMERICAN,MEDIUM SUV,FORD,4655,5866,8043,9102,5330,6532,8255,9306,NO,GREEN,8655,0,MO,6655,0,1543,LJ,1172500
0,2010-07-12,MANHEIM,2006,4,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,GREY,AUTO,2,Covers,88209,AMERICAN,VAN,CHRYSLER,6272,7579,10298,11665,5099,6642,9034,10926,NULL,NULL,99750,0,PA,6600,0,1763,RT,1172600
0,2009-07-29,MANHEIM,2002,7,SATURN,S SERIES 1.9L I4 SFI,SL2,4D SEDAN SL2,GOLD,AUTO,2,Covers,77660,AMERICAN,COMPACT,GM,2102,3063,2770,3808,2234,3263,2913,4024,NULL,NULL,5546,0,FL,2865,0,1923,VD,1172800
0,2010-01-12,MANHEIM,2006,4,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L LS,MAROON,AUTO,2,Covers,68748,AMERICAN,VAN,GM,5767,7188,9340,11020,5804,7083,10475,11744,NULL,NULL,20207,0,TX,6125,0,1801,QV,1173400
0,2010-01-26,MANHEIM,2005,5,CHEVROLET,COBALT,Bas,4D SEDAN,BEIGE,AUTO,2,Covers,63681,AMERICAN,COMPACT,GM,4135,5219,7174,8177,4580,5618,7278,8625,NULL,NULL,22808,0,TX,5470,0,728,CA,1173600
0,2009-09-25,MANHEIM,2004,5,CHRYSLER,SEBRING V6 3.0L V6 M,Lim,2D COUPE LIMTED,SILVER,AUTO,1,Alloy,72039,AMERICAN,MEDIUM,CHRYSLER,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,19619,0,FL,4710,0,1272,DD,1173700
1,2009-06-10,OTHER,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE FFV,GOLD,AUTO,2,Covers,89632,AMERICAN,MEDIUM,FORD,4321,5665,5167,6618,4321,5665,5167,6618,NULL,NULL,835,1,AZ,4175,0,983,BL,1174300
0,2010-10-20,MANHEIM,2004,6,DODGE,STRATUS V6,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,93989,AMERICAN,MEDIUM,CHRYSLER,3066,4653,6134,7968,4010,5868,7071,8716,NULL,NULL,835,0,NM,4675,0,1630,UU,1174700
0,2009-10-28,MANHEIM,2004,5,CHEVROLET,TRAILBLAZER 2WD 6C 4,Nor,4D SUV 4.2L LS,BLUE,AUTO,1,Alloy,70232,AMERICAN,MEDIUM SUV,GM,6122,7454,7112,8550,6029,7324,9737,11656,NULL,NULL,19662,0,TX,7435,0,1155,NG,1175300
0,2009-11-04,MANHEIM,2004,5,PONTIAC,GRAND AM V6,SE,4D SEDAN SE1,SILVER,AUTO,1,Alloy,96734,AMERICAN,MEDIUM,GM,3190,4418,3945,5271,3409,4469,6643,7791,NULL,NULL,19662,0,TX,4235,0,2639,QV,1175400
0,2010-01-27,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,SILVER,AUTO,1,Alloy,72678,AMERICAN,LARGE,GM,8603,9892,12545,14256,9252,10664,12516,14358,NULL,NULL,19662,0,TX,7935,0,1974,BL,1175500
0,2010-02-05,MANHEIM,2007,3,CHEVROLET,AVEO,LS,4D SEDAN LS,RED,AUTO,2,Covers,57775,AMERICAN,COMPACT,GM,4957,5763,8244,9186,5191,6040,9578,11145,NULL,NULL,18822,0,TX,4135,0,671,NL,1175600
0,2010-05-07,MANHEIM,2006,4,PONTIAC,G6 V6,GT,4D SEDAN GT,SILVER,AUTO,1,Alloy,71893,AMERICAN,MEDIUM,GM,7178,8830,10998,12557,6337,7783,10119,11466,NULL,NULL,18822,0,TX,7635,0,1272,LJ,1175800
0,2009-07-22,OTHER,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,BEIGE,AUTO,1,Alloy,49027,AMERICAN,MEDIUM,CHRYSLER,7245,7837,8325,8964,7219,7793,8297,8916,NULL,NULL,99761,0,OK,7000,0,693,DV,1177400
0,2009-11-24,OTHER,2008,1,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,2,Covers,45968,AMERICAN,MEDIUM,CHRYSLER,6820,7280,7866,8362,7269,7898,10834,11413,NULL,NULL,99761,0,OK,6500,0,693,US,1177800
0,2010-01-21,OTHER,2008,2,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,2,Covers,52201,AMERICAN,MEDIUM,CHRYSLER,7048,7614,11006,11599,7524,8277,10564,11431,NULL,NULL,99761,0,OK,6200,0,754,VJ,1178000
0,2009-07-08,MANHEIM,2004,5,CHRYSLER,PACIFICA FWD 3.5L V6,NA,4D SPORT TOURER,BLUE,AUTO,1,Alloy,87306,AMERICAN,CROSSOVER,CHRYSLER,6272,7605,7274,8713,6172,7480,7166,8578,NULL,NULL,8172,0,NJ,7215,0,1503,VI,1178300
0,2010-12-02,MANHEIM,2008,2,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,BLACK,AUTO,2,Covers,59762,AMERICAN,MEDIUM,CHRYSLER,7927,8794,11389,12096,7489,8807,11459,12468,NULL,NULL,16044,0,NY,7870,0,920,NL,1178700
0,2010-09-28,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,89529,AMERICAN,LARGE,GM,7879,9087,11365,12681,7625,8799,11039,12413,NULL,NULL,20234,0,OR,6735,0,2152,EF,1178900
1,2010-04-06,OTHER,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,NULL,NULL,50425,AMERICAN,MEDIUM,CHRYSLER,7342,7851,10457,10931,6983,7556,10888,11388,NULL,NULL,99761,1,OK,6800,0,1086,OG,1179000
0,2010-05-24,OTHER,2009,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN,BLUE,AUTO,2,Covers,40557,AMERICAN,MEDIUM,CHRYSLER,9120,9657,13589,14059,8878,9376,12289,12917,NULL,NULL,99761,0,OK,9200,0,834,FD,1179100
0,2010-08-16,OTHER,2009,1,CHRYSLER,SEBRING 4C,LX,4D SEDAN,SILVER,AUTO,2,Covers,42164,AMERICAN,MEDIUM,CHRYSLER,9060,9419,12755,13156,8998,9416,12828,13201,NULL,NULL,99761,0,OK,8525,0,834,QV,1179200
1,2010-10-06,ADESA,2007,3,DODGE,CALIBER,Bas,4D WAGON,WHITE,AUTO,2,Covers,62798,AMERICAN,MEDIUM,CHRYSLER,5990,7364,9941,11133,5930,7163,9932,10836,NULL,NULL,52644,1,TX,6330,0,825,YJ,1181300
0,2010-02-24,MANHEIM,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN,BLUE,AUTO,1,Alloy,63181,AMERICAN,MEDIUM,CHRYSLER,4705,5673,8108,9232,5041,5555,8536,9113,NULL,NULL,16926,0,CA,6005,0,1215,VJ,1181700
